"","Tcm_ctr1","Tcm_ctr2","Tcm_ctr3","Tem_ctr1","Tem_ctr2","Tem_ctr3","Tcm_irr1","Tcm_irr2","Tcm_irr3","Tem_irr1","Tem_irr2","Tem_irr3"
"Wwtr1",150,0,0,0,0,0,0,0,0,44,14,0
"Rnf13",8958,5441,5822,6910,5907,5663,5851,6989,5461,4591,6141,5064
"Selenot",2948,1940,1677,4351,1753,1977,2332,2561,2521,2404,1870,2991
"Tsc22d2",2267,1849,608,582,938,736,1419,1924,2142,951,737,538
"Clrn1",9,4,0,0,0,0,0,2,0,0,0,0
"Med12l",42,254,362,345,549,852,282,249,126,364,238,353
"P2ry12",1678,588,908,822,1035,1472,2344,1812,763,1136,1808,828
"Mbnl1",49888,58288,37311,40882,62981,60417,67310,63993,67546,51468,60959,67565
"Arhgef26",0,4,2,0,0,0,0,8,8,1,0,0
"Mme",0,0,0,0,0,0,7,0,0,0,82,1
"Plch1",0,0,2,0,63,2,0,14,0,0,0,0
"Vmn2r-ps11",0,0,0,0,0,0,0,9,0,0,0,0
"Vmn2r1",4,0,0,0,0,0,0,1,0,0,0,0
"Tiparp",2091,2830,2788,2486,2401,3695,2200,2513,1684,1561,2302,2004
"Kcnab1",0,8,18,2,71,0,52,14,9,0,2,59
"Lekr1",10,0,40,0,4,0,64,34,0,84,0,38
"A330015K06Rik",0,0,0,0,0,0,0,0,0,0,0,1
"Shox2",0,0,0,0,0,0,10,0,0,2,0,0
"Rarres1",3,0,0,150,22,0,86,38,0,14,0,32
"Ift80",1220,702,968,1551,350,451,356,286,512,125,402,199
"Kpna4",5080,4622,2178,3051,4755,4206,4974,6224,6890,4688,2400,3546
"Ppm1l",140,270,176,480,122,85,0,159,164,38,290,93
"Nmd3",3361,3718,4153,3940,4286,4995,4537,3863,4603,3496,5197,5691
"Gm6634",3,0,4,45,0,0,41,0,0,14,50,0
"Bche",0,0,0,0,0,0,0,0,0,15,0,0
"Zbbx",0,0,0,0,0,0,5,17,0,0,0,0
"Golim4",1878,1348,1497,644,1886,2531,1157,2029,1777,1599,1566,2211
"Serpini1",860,1392,1839,3544,2209,2098,1178,1104,1099,913,1753,1612
"Gm17359",6,0,0,0,0,0,0,0,0,0,0,0
"Fnip2",432,62,54,32,92,54,112,350,168,294,190,37
"Tmem144",0,22,39,0,117,0,0,2,64,60,0,1
"Pdgfc",156,52,114,346,12,74,1358,875,120,456,154,128
"Glrb",0,0,0,0,0,0,0,20,0,0,0,0
"Gucy1b3",0,4,4,66,10,0,40,22,0,38,0,0
"D930015E06Rik",9851,9906,11022,13004,10460,9858,5120,5682,4886,5171,6549,8306
"Arfip1",3685,3063,2571,3761,3444,3450,3171,2700,2857,2972,4692,3257
"Tmem154",2176,4867,4265,4063,4083,5343,4038,3258,3649,3990,5625,5512
"Mnd1",2,4,20,132,0,0,30,10,0,0,0,0
"Trim2",96,125,268,53,137,32,175,173,96,187,0,352
"Fam160a1",2,85,26,0,86,0,20,36,2,0,0,22
"Gatb",797,1028,1348,1036,855,824,1001,1083,502,886,1790,1538
"Dclk2",350,556,551,411,106,66,76,62,44,28,0,0
"Lrba",368,945,562,357,610,762,334,588,498,566,510,398
"Sh3d19",236,249,188,294,698,328,806,837,180,494,1276,504
"Kirrel",0,0,0,0,0,0,21,11,1,0,0,0
"Arhgef11",897,1087,320,423,182,101,284,795,400,555,102,64
"Crabp2",0,0,0,0,0,0,0,0,0,14,0,0
"Gon4l",1094,1828,1071,518,1181,1457,1423,1432,1695,1749,916,933
"Ash1l",3349,3429,1724,2763,2642,2849,2229,1760,2270,1919,2035,1425
"Smg5",2347,3303,1944,1827,2242,2310,1941,2606,2567,2375,1105,1758
"Ubap2l",16429,18583,17159,15572,13365,14618,11696,15916,14704,12547,12394,16746
"Zbtb7b",933,1144,466,506,540,322,520,616,668,1238,501,623
"Kcnn3",0,0,0,0,0,0,3,0,0,0,0,0
"Tuft1",225,68,233,773,86,250,82,9,142,2,136,193
"Snx27",3053,1733,1059,872,1273,1392,1861,1474,1652,1261,1493,950
"Fam63a",1773,2662,3109,1525,2897,3505,1704,1915,1161,1541,2587,2275
"Cgn",0,0,0,0,0,0,0,10,0,0,0,0
"Anp32e",4713,5761,6146,8102,9593,9121,5129,5830,4695,4065,5619,7839
"Ctss",38010,22232,34847,42853,11316,13591,39184,35820,15852,17734,33960,13989
"Rprd2",830,1370,664,378,609,1111,900,1277,1001,1344,605,1030
"Adamtsl4",0,54,129,134,40,127,203,114,169,9,42,26
"Rnf115",7765,8268,6667,10038,8680,10097,7232,7772,7318,5733,8258,8033
"Pdzk1",256,212,365,179,245,180,261,213,195,163,144,131
"Sec22b",4603,4361,6142,3952,6807,7699,5925,4466,5895,4663,7734,8316
"Fmo5",1662,820,1528,485,1323,849,1568,987,640,1115,815,1248
"Hmgcs2",150,121,32,184,138,4,233,238,0,46,0,70
"Pde4dip",4748,3439,2944,3125,2528,4467,4687,3971,2408,2790,2663,2169
"Notch2",7370,6814,7146,4881,3383,3252,4418,5539,4926,3433,997,2158
"Wdr3",3320,4751,4415,4304,5138,5365,3617,3900,4843,2977,3732,5233
"Spag17",7,18,15,9,9,0,39,25,39,0,0,0
"Trim45",26,160,54,28,8,66,42,86,70,28,12,30
"Ptgfrn",76,74,0,6,0,0,1,3,4,0,12,0
"Igsf3",182,60,18,0,66,14,180,100,8,34,0,0
"Atp1a1",11086,17276,13148,13849,16593,19357,19223,20687,16742,15150,11756,14712
"Ngf",0,22,0,0,0,0,0,0,0,0,0,0
"Casq2",0,0,0,46,0,0,0,10,0,0,0,0
"Trim33",1911,1383,777,882,1153,1025,926,1014,1722,1288,1213,904
"Sycp1",0,0,0,0,0,0,4,10,0,0,0,0
"Csde1",22230,28232,18865,20721,24444,28172,21529,25124,21083,17563,22555,26530
"Dennd2c",698,167,0,0,53,86,787,191,307,470,925,814
"Magi3",313,67,51,18,94,24,62,74,41,24,2,0
"Rsbn1",1860,1425,972,1722,1510,1444,1353,1271,1288,1393,1627,1736
"Lrig2",2140,1749,2397,3190,2429,2366,2191,1647,2346,1776,1391,2362
"Kcnd3",0,1,0,0,0,0,0,0,0,0,0,0
"Rap1a",12111,9821,5148,10064,9997,9457,9172,9835,8235,9004,8548,8166
"Dram2",4628,3373,3134,4660,2015,2875,5950,4642,2349,2258,4686,2521
"Lrif1",3259,1685,1469,1836,2356,2004,2839,2009,1915,1486,2140,3129
"Csf1",921,174,176,316,66,205,491,417,117,126,122,48
"Slc6a17",6,2,0,0,0,0,0,24,0,0,2,0
"Cym",4,16,96,0,50,54,86,28,42,22,0,0
"Clcc1",3100,3022,4217,4475,5072,5873,4672,3420,4271,3805,4890,5574
"Celsr2",62,92,18,0,6,0,78,12,78,2,125,2
"Psma5",6398,6349,7891,7151,5817,6614,9201,8733,7781,7470,10284,9812
"5330417C22Rik",180,6,2,0,25,0,1,0,5,10,92,4
"Gnai3",9405,13241,12795,13386,18488,19939,12361,13434,10620,10878,16205,18621
"Vav3",1277,948,720,164,1498,738,1207,1872,1176,1250,952,463
"Gm6602",0,0,0,0,0,0,6,0,0,0,0,0
"Col11a1",0,1,0,0,0,0,0,2,3,0,0,0
"Olfm3",0,0,0,0,0,0,0,4,0,0,0,0
"Slc30a7",2216,3841,2302,2796,4412,3222,3199,2895,3258,3447,4815,5400
"Mfsd14a",7507,8376,7117,8644,8658,8828,6665,7239,6908,6492,7637,8730
"Dbt",1211,490,942,674,675,708,1081,1221,607,918,1122,898
"Agl",1331,861,698,1203,661,683,874,747,232,481,759,441
"Snx7",132,38,100,2,66,42,212,169,46,28,338,140
"Dpyd",0,1,0,0,0,0,18,1,2,4,0,0
"Slc44a3",32,0,8,0,0,0,0,2,0,0,0,6
"Tmem56",272,28,0,2,56,0,0,0,0,0,0,0
"Bcar3",3005,3275,4714,5037,636,310,68,85,330,72,94,0
"Fnbp1l",14,0,20,0,0,0,190,14,17,0,0,2
"Abcd3",1732,1530,1488,436,1579,1784,1659,1342,1565,1363,1762,1867
"Abca4",2,0,0,0,0,0,12,16,1,0,0,0
"Ndst3",0,0,0,0,0,0,0,6,0,0,0,0
"Pde5a",332,72,32,0,0,0,11,8,18,0,0,0
"Synpo2",167,10,4,98,36,30,144,108,16,6,30,26
"Prss12",389,2311,1950,423,3119,3353,1617,1232,1297,1474,2043,2642
"Sec24d",704,1829,1809,1695,2523,2909,3858,2975,2234,2045,3492,2126
"Usp53",351,628,541,742,323,615,508,776,551,585,456,687
"Ndst4",0,0,0,0,0,0,0,0,4,0,0,0
"Camk2d",5949,6291,6442,6241,3710,3630,6434,5992,4970,4127,4348,2510
"Tifa",2176,975,1154,1764,333,745,1491,1196,455,344,724,292
"Ank2",344,93,25,46,9,106,196,333,300,221,16,0
"Pla2g12a",1236,746,342,355,374,212,519,699,1243,1073,316,360
"Elovl6",498,451,315,32,493,329,224,255,480,252,270,367
"6330410L21Rik",0,0,0,0,0,0,0,0,0,0,0,19
"Col25a1",15,0,11,6,0,4,1,11,0,2,0,0
"Lef1",7897,7054,7032,11584,10353,10938,5621,5195,6576,5194,7361,10482
"Papss1",1755,1080,1589,1727,1912,1987,1372,1571,804,752,1979,1177
"Sgms2",492,100,106,732,0,79,177,170,37,46,0,60
"Gstcd",185,421,312,254,414,384,531,392,521,206,328,381
"Npnt",16,100,12,0,0,0,3,58,14,0,8,46
"Tbck",2187,2015,717,1698,1269,1543,2221,3071,2048,1293,1642,1519
"Nfkb1",5642,5552,5563,3903,2655,2177,3035,3041,3000,3276,3586,1923
"Slc9b1",41,0,0,0,0,0,25,3,19,0,0,5
"Manba",1869,2433,2738,1244,2278,2597,2654,1718,1609,1493,1809,1975
"Ppp3ca",6818,7890,5349,3508,4703,4688,4135,5206,4539,4396,2978,2887
"1700030L20Rik",8,0,0,0,0,0,0,0,0,0,0,0
"Trmt10a",364,346,243,1049,104,391,347,335,758,507,411,474
"Ddit4l",0,0,0,0,0,0,21,4,42,70,216,0
"Dnajb14",672,288,218,332,254,298,485,291,174,255,190,253
"Adh1",60,10,46,664,0,80,28,0,0,0,0,0
"Rap1gds1",7033,7746,7947,3138,7071,7723,8564,10101,9187,8543,6310,6119
"Tspan5",2027,1582,936,1414,1612,2091,889,1034,722,1174,860,1300
"Eif4e",5634,6016,7567,10030,10369,10825,6435,6290,7252,6079,9254,11789
"Pdlim5",2172,2955,3202,1064,5995,4347,3384,2776,2657,2938,4123,3361
"Bmpr1b",40,0,0,0,0,0,0,0,0,0,0,0
"Pkn2",3616,4413,2636,3187,4048,4366,4309,3704,3734,2465,2084,3273
"Kyat3",298,115,193,714,322,205,308,237,106,138,6,90
"Selenof",10968,8708,12723,16000,17365,16143,13234,12469,12768,9644,18122,19789
"Hs2st1",622,856,411,132,853,571,619,655,223,588,512,424
"Clca3b",0,0,0,0,0,0,0,10,0,0,9,0
"Clca4a",0,0,0,0,0,0,18,0,0,0,0,0
"Col24a1",0,8,0,10,0,2,7,10,12,1,0,0
"Clca2",0,0,0,0,0,0,0,8,0,0,0,0
"Ssx2ip",1138,506,240,424,374,280,636,272,282,222,116,36
"Syde2",0,2,0,0,0,0,0,12,0,0,0,0
"Ddah1",68,2,10,0,0,0,0,46,0,0,0,0
"Lpar3",152,22,0,32,66,0,50,0,0,0,0,0
"Ttll7",10,0,0,0,8,0,0,0,6,0,0,0
"Adgrl4",48,37,0,0,26,0,0,0,0,0,0,0
"Ak5",26,1,0,0,0,0,2,3,0,5,0,0
"Zzz3",3773,5271,3332,2110,5243,4031,3457,3953,4017,2823,2974,2483
"Miga1",956,1026,658,352,1088,1133,1230,1224,923,617,1048,998
"St6galnac5",0,0,0,1,0,17,19,0,0,0,0,0
"Msh4",125,0,20,0,0,0,0,27,0,0,0,6
"St6galnac3",81,615,434,410,544,847,187,49,110,99,207,322
"Tnni3k",0,0,0,0,0,0,6,0,0,0,0,0
"Gm20752",0,0,0,0,0,0,11,0,0,6,0,0
"Depdc1a",32,148,116,368,20,216,37,5,79,0,0,0
"Wls",2576,839,1727,2438,717,926,677,1009,452,363,609,1036
"1110015O18Rik",0,6,0,0,0,0,0,0,0,0,0,0
"Pex2",2437,3171,4215,4389,4177,4373,4451,3709,2838,3465,4806,5767
"Pkia",1,0,0,0,0,0,0,6,2,0,0,0
"Zc2hc1a",254,211,137,344,110,266,400,192,4,84,128,70
"Gm6194",0,10,18,2,4,12,4,10,2,18,0,18
"Hey1",0,40,0,20,0,0,54,68,38,80,96,0
"Tpd52",8876,6262,5219,9784,2066,1701,8221,8817,3670,4027,5888,3256
"4930539M17Rik",0,0,0,0,0,0,0,3,0,0,0,0
"Zbtb10",352,100,48,0,0,0,110,32,0,4,0,0
"C030034L19Rik",0,46,10,283,0,0,0,0,22,0,0,0
"Fabp5",1061,360,899,1578,527,454,4296,4145,1188,2224,4097,1248
"Fabp4",12,50,145,0,99,154,491,452,228,168,633,92
"Slc10a5",0,0,0,0,0,0,0,0,0,0,0,2
"Impa1",5613,5254,6402,6706,8497,8014,5524,4452,4836,5546,8658,8920
"Fabp12",2,0,0,18,0,0,0,11,2,2,0,0
"Zfand1",1164,999,729,417,870,981,640,814,959,674,852,818
"Chmp4c",0,0,4,0,25,0,30,7,0,2,1,4
"Snx16",294,427,414,204,615,577,1026,591,487,540,693,409
"Gm10745",0,4,0,0,0,0,0,4,24,0,0,0
"Gm6300",0,0,0,0,0,0,0,6,0,0,0,0
"Slc7a12",0,0,0,0,0,0,0,4,0,0,0,0
"Car13",278,89,114,0,38,98,304,193,170,230,404,136
"E2f5",574,1293,900,949,1235,1102,1299,718,1017,874,1424,1227
"1810022K09Rik",2661,2102,1827,3999,3013,2811,2917,3086,3465,3042,3675,4151
"Car1",2358,940,837,4034,932,638,20,0,4,0,0,0
"Car2",8638,14244,11892,8739,11254,7678,327,342,402,128,714,186
"Car3",74,0,36,0,0,0,0,10,3,0,8,17
"Gm9733",958,134,444,1184,157,162,242,153,86,0,13,0
"Sirpb1a",2355,662,1183,1703,447,907,2311,1818,466,706,1472,345
"Sirpb1b",960,161,791,437,134,255,1362,1132,174,287,647,320
"LOC100038947",1459,394,813,397,248,131,637,738,219,192,378,143
"Ythdf3",6333,6978,5129,5785,7481,8706,7206,6626,6805,5868,4469,7855
"Mir124a-2",0,2,0,0,0,0,0,0,0,0,0,0
"Mir124-2hg",0,0,0,0,0,17,0,0,0,0,0,0
"Mtfr1",3179,3439,2283,1588,4015,3651,3967,3784,3417,2113,3881,3647
"Crh",0,2,0,0,0,0,0,0,0,0,0,0
"4632415L05Rik",710,340,472,620,726,634,214,389,658,572,772,422
"Hps3",4209,4058,3455,7004,3167,3624,4584,3955,1996,2354,2933,3288
"Cp",100,150,304,514,169,42,242,234,74,18,108,79
"Gyg",3109,3368,3322,3827,2778,2971,4428,4644,3314,2663,3779,3976
"Hltf",4400,4263,4486,5823,7123,5703,6296,5802,5733,3797,4349,5174
"Mir7007",0,0,0,0,0,0,0,0,0,1,4,0
"Cpb1",0,1,0,0,2,0,730,1396,169,276,0,370
"Cpa3",157,21,27,122,101,84,51,23,106,41,70,51
"Nceh1",2117,2315,1913,1690,2889,3150,4229,3333,2453,1742,2448,2937
"Ghsr",2,0,0,0,0,0,2,0,0,0,0,0
"Tnfsf10",746,972,818,325,1595,1296,1456,1657,2190,1299,1284,2666
"Eif5a2",164,416,570,638,627,766,602,601,560,359,724,1256
"Rpl22l1",3766,2762,2646,4937,2745,2473,4816,5760,6701,4695,5120,5502
"Mynn",2731,2467,3081,2131,3262,2453,1513,1572,2794,1835,2586,2985
"Lrrc34",0,3,0,0,0,0,13,9,9,0,0,0
"Actrt3",6,35,12,0,0,0,0,0,0,0,0,64
"Samd7",0,0,0,0,0,0,0,4,1,0,0,0
"Lrrc31",0,0,0,0,0,0,0,4,2,0,0,0
"Gpr160",934,1171,1236,1384,2070,2356,1461,2181,591,699,2131,1199
"Prkci",1361,1223,1340,857,1056,1356,1236,1669,1481,1214,676,666
"Skil",2506,3216,1866,3023,1224,1592,2178,2346,2634,2253,1104,1485
"Cldn11",0,0,0,0,0,0,0,5,0,0,0,0
"Slc7a14",0,0,2,42,11,1,6,0,0,0,0,0
"Zmat3",153,324,173,322,422,290,2593,2358,2990,2821,1962,2521
"4930429B21Rik",0,0,19,0,22,0,0,23,49,26,3,76
"Kcnmb3",8,58,18,3,4,12,10,3,3,16,12,15
"Pik3ca",2092,2516,1550,1742,1563,1215,1320,1798,1973,1441,2625,762
"Zfp639",1986,2771,2229,2624,3983,4087,1917,2094,2059,2161,3031,3105
"Gnb4",1160,57,331,513,356,597,739,1024,444,468,400,449
"Mfn1",1437,1594,1301,1332,1615,794,1595,1308,1685,1000,1133,922
"Ndufb5",4955,4353,4024,5525,4160,4223,4131,3838,4499,4497,6198,5845
"Actl6a",4184,5413,5662,6365,5256,5434,3590,4016,5409,3399,5826,6558
"Mrpl47",366,440,477,732,758,535,495,452,595,534,678,819
"Ttc14",4158,3345,3337,5516,3882,3451,3240,4028,3269,2376,2827,4057
"Fxr1",1921,2648,2018,3397,3027,2728,3088,2462,2935,1915,2965,2885
"Mccc1",1140,1225,1596,3510,1026,840,1135,1541,992,992,2091,1389
"Mccc1os",6,33,59,0,50,39,0,10,2,8,0,0
"Acad9",2905,1749,3163,3618,2442,3178,2015,1933,2604,1936,2250,2405
"D3Ertd254e",1000,443,186,410,770,214,462,919,278,514,576,838
"Qrfpr",0,0,0,0,0,0,0,34,0,7,0,0
"Exosc9",1508,2059,1807,2388,2359,1950,2105,1919,2166,1837,2700,2263
"Gm11548",0,0,0,2,0,0,0,0,7,0,0,0
"Anxa5",11510,8580,10560,11219,6541,9099,13405,11884,6940,9464,14579,9347
"1810062G17Rik",0,0,39,138,0,40,29,28,42,47,72,17
"Bbs7",2,142,90,312,6,0,170,199,85,0,274,3
"Trpc3",22,0,0,0,0,0,11,0,0,0,0,0
"Il2",80,13,12,16,34,0,0,2,0,2,6,2
"Bbs12",314,331,174,328,387,496,434,432,532,242,528,452
"Cetn4",61,8,20,5,0,44,36,92,6,24,68,26
"Nudt6",531,719,1014,494,670,727,657,522,735,414,952,758
"Spry1",0,0,0,126,0,0,0,0,62,4,58,52
"Gm5148",721,798,325,431,227,261,370,634,963,988,384,461
"Ankrd50",513,595,228,301,399,163,333,570,315,322,376,118
"Slc25a31",0,12,0,0,0,0,60,73,8,2,121,32
"Mfsd8",943,1253,996,621,1208,938,1195,1697,1052,814,1803,1452
"Plk4",1070,663,703,880,1266,1117,673,752,443,667,890,638
"Gm2011",3,4,39,38,21,4,3,9,16,22,17,21
"1700034I23Rik",0,40,2,0,24,0,0,0,0,0,0,0
"Larp1b",420,533,383,77,326,43,434,354,298,403,31,346
"Pgrmc2",1154,1411,676,854,1159,642,1050,980,1072,1200,606,654
"2400006E01Rik",0,0,0,0,0,0,4,0,0,0,0,0
"Jade1",1112,1514,1149,1146,1829,1669,1160,1066,1202,2001,742,486
"D3Ertd751e",664,692,330,540,374,487,793,379,638,671,599,508
"Pcdh10",0,0,0,0,0,0,0,1,0,0,0,0
"Pabpc4l",2,0,0,0,0,0,10,0,0,0,0,0
"Gm7977",2,22,16,2,16,23,18,2,4,12,16,16
"Slc7a11",50,2,49,22,8,8,269,387,151,82,196,34
"Elf2",3921,4049,3862,3548,4916,7010,5579,4834,4791,3919,3490,4397
"4930577N17Rik",115,84,32,0,141,105,57,134,104,49,0,64
"Mgarp",0,0,8,0,26,0,3,0,0,0,76,0
"Ndufc1",2122,1889,2146,3079,2407,2459,2407,2788,2576,2334,3651,4066
"Naa15",4732,4470,3578,2304,4842,3913,4223,4614,5272,3297,3865,4439
"Rab33b",2031,1758,1846,2124,2893,3018,1762,1617,1818,1618,2064,3190
"Setd7",448,472,160,422,351,375,569,685,582,446,192,224
"5031434O11Rik",146,23,31,4,16,11,33,4,50,9,23,17
"Mgst2",771,940,1048,1269,1408,1107,972,1106,1245,1175,1461,1883
"Gm2447",0,46,64,139,0,2,22,0,0,0,0,0
"Gm20750",0,0,0,0,0,0,0,0,18,0,2,0
"Cog6",2842,2378,3270,2420,3021,4181,2536,2734,3110,2425,3507,2859
"Nhlrc3",187,493,406,625,525,680,684,520,637,683,565,798
"Stoml3",0,0,0,0,0,0,0,15,9,0,0,0
"Ufm1",3382,2353,2585,3451,3672,3393,2826,2870,2302,2202,4129,4189
"Postn",10,108,8,362,82,0,4,38,5,0,0,4
"Supt20",4223,4729,5286,7052,5437,5727,3741,4370,4033,3896,4602,5705
"Alg5",1918,3475,3581,3385,4203,4221,4151,4332,4633,3827,6613,6191
"Exosc8",3482,4939,4553,6616,6265,5140,3903,4319,5409,4237,5775,6187
"Rfxap",1510,2574,2172,1994,2658,2196,2002,2181,1879,1863,2388,2128
"Ccdc169",0,2,0,0,0,0,3,0,0,0,0,0
"Spg20",1112,1578,1835,2042,1747,2097,2840,2508,1101,2090,1454,1802
"4931419H13Rik",0,0,0,0,0,0,0,0,2,0,0,0
"Sohlh2",0,0,0,0,0,0,9,17,24,0,0,0
"4933417G07Rik",0,2,14,6,6,1,2,0,6,4,4,4
"Tm4sf1",68,8,2,0,0,0,20,31,2,0,4,28
"Tm4sf4",6,0,0,0,0,0,0,4,0,0,78,0
"Commd2",1792,2685,2248,2438,2507,2704,2144,2390,2441,2330,2770,3010
"Pfn2",334,176,224,702,408,237,108,104,32,270,234,402
"1700007F19Rik",0,0,0,0,0,0,37,0,0,0,0,0
"Serp1",42530,40591,48877,71066,23409,23106,29974,24995,18709,16217,30098,22802
"Eif2a",2114,2255,1534,3026,1736,1639,1786,2170,2057,1413,2549,1858
"Gm8234",2,4,14,14,8,8,6,4,4,8,8,6
"Erich6",4,0,7,0,0,0,0,0,0,0,0,0
"Siah2",1771,871,140,410,274,114,278,747,850,790,112,154
"Gpr171",4597,5389,6750,10421,8236,9194,8876,8847,10367,7968,13666,13324
"P2ry14",689,154,267,111,290,442,797,755,312,558,1048,442
"F630111L10Rik",161,0,19,0,1,3,86,46,0,0,0,0
"P2ry13",2720,1418,3920,2276,960,2832,7364,7159,2921,2162,5884,1868
"Gpr87",0,0,58,0,120,22,0,36,30,92,134,0
"Igsf10",0,10,10,2,0,0,72,77,110,94,0,20
"Gm5538",69,0,0,0,0,0,0,0,0,0,0,0
"Gm8298",0,0,2,0,0,0,0,0,0,0,0,0
"C130079G13Rik",0,0,0,0,0,0,5,12,0,0,0,0
"Gm9696",0,0,0,0,0,0,0,40,0,0,0,0
"Sucnr1",0,0,0,198,0,56,0,16,0,0,0,0
"P2ry1",140,0,16,4,0,59,78,2,38,0,0,36
"Rap2b",1062,620,1640,1222,3224,1794,1698,2390,1796,2060,1506,2226
"Dhx36",2969,3914,712,403,1168,860,1423,4814,5737,4261,1338,697
"Gpr149",40,0,0,0,0,0,0,0,0,0,0,0
"E130311K13Rik",2,394,396,204,422,674,760,488,456,614,488,432
"Gmps",6020,4570,5360,7727,6946,6207,5867,3831,5363,4204,6486,6758
"Vmn2r5",0,0,0,0,0,0,1,0,0,0,0,0
"Ssr3",7870,5995,4151,6310,6476,5738,7888,8192,6730,5635,7313,6666
"A730090N16Rik",16,0,0,56,2,0,4,39,0,0,0,0
"4931440P22Rik",30,44,53,53,38,30,48,33,26,22,1,31
"Mir8120",0,0,0,0,0,3,0,0,2,0,0,0
"Ccnl1",9561,8664,9472,7070,10071,8305,6237,8025,7887,5502,6870,8899
"Mlf1",0,0,34,30,0,110,0,24,0,0,12,0
"Gfm1",1602,2841,2538,2869,3555,2588,2244,2548,3120,2344,3173,2856
"Lxn",698,839,788,272,1489,1419,636,672,934,769,2021,1306
"Mfsd1",7166,6427,7249,6419,7542,6145,10231,9929,5754,6386,10868,7755
"Il12a",269,621,647,962,0,62,46,32,0,13,0,0
"1110032F04Rik",320,100,32,310,0,0,4,118,0,50,0,0
"Smc4",10636,8001,4958,11324,6862,4823,4428,3009,4983,3876,4336,4265
"Mir16-2",2,2,0,0,0,0,2,0,2,0,0,0
"Mir15b",0,0,0,0,0,0,0,6,0,0,0,0
"Trim59",4965,5753,3799,3128,4057,2504,2236,2254,3111,2475,1818,1969
"Gm1647",53,0,9,0,0,0,10,6,0,0,20,0
"Arl14",34,6,2,0,13,0,15,11,0,3,50,10
"B3galnt1",517,316,531,264,196,206,1156,822,246,392,476,264
"Otol1",0,0,0,0,0,0,0,0,0,1,0,0
"Sis",31,0,0,0,0,0,34,4,36,0,0,0
"Gm20356",0,0,0,0,0,0,0,1,0,0,0,0
"Serpini2",0,0,0,0,0,0,18,0,0,0,0,20
"Pdcd10",5455,7386,5064,8231,9722,8749,8196,7160,9373,7537,8826,10647
"Platr10",0,12,11,0,0,0,0,0,22,2,0,23
"Rapgef2",1494,1398,349,62,1115,1145,1578,1692,1670,1528,562,593
"4921511C10Rik",0,19,6,0,0,18,31,11,27,27,23,77
"Ppid",3085,4165,2889,5690,4762,3208,3523,3313,4522,2234,3481,5233
"Etfdh",2211,2677,3836,4293,4185,4206,3727,4142,3164,2525,4655,4370
"4930579G24Rik",476,438,577,488,800,724,564,248,392,452,212,574
"Fam198b",0,0,6,2,0,0,57,86,0,14,0,0
"A830029E22Rik",0,0,0,0,0,0,0,1,0,0,0,0
"Asic5",0,0,0,0,0,0,2,0,0,0,0,0
"Tdo2",1,32,28,0,37,20,19,8,39,8,8,0
"Ctso",6644,5235,7722,9442,4807,5103,6985,6794,4752,4085,7604,7049
"Gucy1a3",118,0,34,0,0,0,28,40,0,40,0,0
"Map9",0,16,0,0,0,0,0,26,0,24,0,28
"Rbm46os",0,12,0,0,0,0,0,2,0,0,0,0
"Lrat",0,0,0,0,0,0,28,6,8,0,0,0
"Fga",0,0,0,0,0,0,0,0,2,0,0,0
"Plrg1",3322,4326,4087,4180,3795,3893,3860,2917,4036,3036,5078,6334
"Fgb",4,0,0,0,0,0,0,0,0,0,0,0
"Fgg",0,7,0,0,0,0,0,0,0,0,0,0
"1700028M03Rik",0,0,0,0,0,0,0,0,0,0,0,2
"Sfrp2",0,5,0,55,0,0,10,0,2,0,6,0
"Tlr2",1067,980,1554,1330,358,570,738,799,300,235,677,244
"Gm6525",6,8,8,6,0,0,6,12,18,12,5,2
"4930565D16Rik",0,0,7,0,0,0,0,4,0,0,0,0
"Fhdc1",35,659,240,60,341,106,0,3,1,2,0,3
"Glt28d2",57,54,1,283,1,0,2,52,0,0,0,2
"Prss48",2,0,0,0,0,0,0,0,0,0,0,0
"Rps3a1",44780,58040,35118,48646,32079,29946,31181,36610,49931,48387,43732,47891
"Snord73a",46,20,8,23,30,20,33,53,59,13,6,12
"Rnu73b",0,0,0,0,0,0,0,0,6,0,0,1
"Mab21l2",5,72,6,0,0,50,2,18,0,0,0,14
"Cd1d1",4541,4595,5279,6629,5058,4975,4495,3837,2016,2288,5827,2217
"Cd1d2",6,49,24,24,45,90,95,0,10,18,10,4
"Fcrls",0,2,0,0,67,92,0,0,70,34,88,0
"Fcrl1",5978,7504,10466,9407,989,912,1271,1718,1371,688,1442,600
"Cd5l",5056,4777,11472,5687,3459,5275,33668,28700,10536,16798,24512,7979
"Etv3",3277,2545,2047,1828,1288,1263,2030,2027,1861,1830,1345,2213
"Fcrl5",901,539,954,718,66,128,22,33,57,141,0,0
"Lrrc71",0,7,8,0,5,0,0,0,3,6,2,6
"Pear1",1903,1945,2689,1266,2423,2578,1755,1334,2059,1885,931,2566
"Hdgf",3066,6052,3462,3254,3336,3694,2900,3897,3512,6756,4136,4107
"Isg20l2",1798,1873,1390,1234,1534,977,1857,1497,1931,1301,1475,1663
"Prcc",310,568,463,880,331,395,259,296,352,414,264,350
"Mrpl24",1238,1914,1868,1916,1921,1988,1548,1242,1659,1349,2513,2286
"Sh2d2a",6331,11544,13082,7254,19415,22268,13032,11794,13615,11694,13959,22299
